1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
5189, ocean, minecraft:ocean, upgrade_aquatic:lionfish, WATER_AMBIENT, 10, 2, 3
5190, ocean, minecraft:ocean, minecraft:dolphin, WATER_CREATURE, 10, 2, 3
5191, ocean, minecraft:ocean, minecraft:squid, WATER_CREATURE, 20, 3, 5
5192, ocean, minecraft:ocean, thalassophobia:vertebrat, WATER_CREATURE, 10, 2, 3
5193, ocean, minecraft:ocean, thalassophobia:colossoteus, WATER_CREATURE, 1, 1, 1
5194, ocean, minecraft:ocean, aquamirae:anglerfish, WATER_CREATURE, 5, 1, 2
5195, ocean, minecraft:ocean, alexsmobs:orca, WATER_CREATURE, 5, 1, 2
5196, ocean, minecraft:ocean, alexsmobs:hammerhead_shark, WATER_CREATURE, 10, 2, 3
5197, ocean, minecraft:ocean, alexsmobs:mantis_shrimp, WATER_CREATURE, 10, 2, 3
5198, ocean, minecraft:ocean, alexsmobs:cachalot_whale, WATER_CREATURE, 5, 1, 1
5199, ocean, minecraft:ocean, alexsmobs:frilled_shark, WATER_CREATURE, 5, 1, 2
5200, ocean, minecraft:ocean, alexsmobs:mimic_octopus, WATER_CREATURE, 10, 2, 3
5201, ocean, minecraft:ocean, alexsmobs:giant_squid, WATER_CREATURE, 1, 1, 1
5202, ocean, minecraft:ocean, born_in_chaos_v1:corpse_fish, WATER_CREATURE, 5, 1, 2
5203, ocean, minecraft:ocean, born_in_chaos_v1:glutton_fish, WATER_CREATURE, 5, 1, 2
5204, ocean, minecraft:ocean, upgrade_aquatic:box_jellyfish, WATER_CREATURE, 5, 1, 2
5205, ocean, minecraft:ocean, upgrade_aquatic:cassiopea_jellyfish, WATER_CREATURE, 5, 1, 2
5206, ocean, minecraft:ocean, upgrade_aquatic:immortal_jellyfish, WATER_CREATURE, 5, 1, 2
5207, ocean, minecraft:ocean, minecraft:creeper, MONSTER, 5, 1, 2
5208, ocean, minecraft:ocean, minecraft:drowned, MONSTER, 15, 2, 4
5209, ocean, minecraft:ocean, minecraft:guardian, MONSTER, 15, 2, 4
5210, ocean, minecraft:ocean, minecraft:spider, MONSTER, 5, 1, 2
5211, ocean, minecraft:ocean, aquamirae:maw, MONSTER, 5, 1, 2
5212, ocean, minecraft:ocean, alexsmobs:skelewag, MONSTER, 5, 1, 2
5213, ocean, minecraft:ocean, cataclysm:deepling, MONSTER, 10, 2, 3
5214, ocean, minecraft:ocean, cataclysm:deepling_brute, MONSTER, 5, 1, 2
5215, ocean, minecraft:ocean, cataclysm:deepling_angler, MONSTER, 5, 1, 2
5216, ocean, minecraft:ocean, cataclysm:deepling_priest, MONSTER, 5, 1, 2
5217, ocean, minecraft:ocean, cataclysm:deepling_warlock, MONSTER, 5, 1, 2
5218, ocean, minecraft:ocean, cataclysm:lionfish, MONSTER, 5, 1, 2
5219, ocean, minecraft:ocean, upgrade_aquatic:thrasher, MONSTER, 10, 2, 3
5220, ocean, minecraft:ocean, upgrade_aquatic:great_thrasher, MONSTER, 5, 1, 2
5221, ocean, minecraft:ocean, creeperoverhaul:ocean_creeper, MONSTER, 5, 1, 2
5222, ocean, minecraft:ocean, iceandfire:sea_serpent, CREATURE, 1, 1, 1

5223, nether, betternether:old_fungiwoods, minecraft:strider, CREATURE, 15, 2, 4
5224, nether, betternether:old_fungiwoods, alexsmobs:warped_toad, CREATURE, 10, 2, 3
5225, nether, betternether:old_fungiwoods, alexsmobs:laviathan, CREATURE, 2, 1, 1
5226, nether, betternether:old_fungiwoods, quark:foxhound, CREATURE, 10, 2, 3
5227, nether, betternether:old_fungiwoods, legendarycreatures:nether_wisp, CREATURE, 10, 1, 1
5228, nether, betternether:old_fungiwoods, betternether:firefly, AMBIENT, 25, 1, 3
5229, nether, betternether:old_fungiwoods, betternether:hydrogen_jellyfish, AMBIENT, 3, 1, 2
5230, nether, betternether:old_fungiwoods, betternether:flying_pig, AMBIENT, 10, 2, 3
5231, nether, betternether:old_fungiwoods, minecraft:blaze, MONSTER, 10, 1, 2
5232, nether, betternether:old_fungiwoods, minecraft:enderman, MONSTER, 5, 1, 2
5233, nether, betternether:old_fungiwoods, minecraft:ghast, MONSTER, 3, 1, 1
5234, nether, betternether:old_fungiwoods, minecraft:hoglin, MONSTER, 15, 2, 4
5235, nether, betternether:old_fungiwoods, minecraft:magma_cube, MONSTER, 15, 3, 5
5236, nether, betternether:old_fungiwoods, minecraft:piglin, MONSTER, 20, 2, 4
5237, nether, betternether:old_fungiwoods, minecraft:piglin_brute, MONSTER, 5, 1, 2
5238, nether, betternether:old_fungiwoods, minecraft:skeleton, MONSTER, 10, 2, 3
5239, nether, betternether:old_fungiwoods, minecraft:wither_skeleton, MONSTER, 10, 2, 3
5240, nether, betternether:old_fungiwoods, minecraft:zoglin, MONSTER, 10, 2, 3
5241, nether, betternether:old_fungiwoods, minecraft:zombified_piglin, MONSTER, 20, 2, 4
5242, nether, betternether:old_fungiwoods, betternether:naga, MONSTER, 10, 2, 3
5243, nether, betternether:old_fungiwoods, betternether:jungle_skeleton, MONSTER, 10, 2, 3
5244, nether, betternether:old_fungiwoods, betternether:skull, MONSTER, 5, 1, 2
5245, nether, betternether:old_fungiwoods, alexsmobs:bone_serpent, MONSTER, 5, 1, 2
5246, nether, betternether:old_fungiwoods, alexsmobs:straddler, MONSTER, 10, 2, 3
5247, nether, betternether:old_fungiwoods, alexsmobs:dropbear, MONSTER, 5, 1, 2
5248, nether, betternether:old_fungiwoods, born_in_chaos_v1:bone_imp, MONSTER, 10, 2, 3
5249, nether, betternether:old_fungiwoods, born_in_chaos_v1:supreme_bonescaller, MONSTER, 1, 1, 1
5250, nether, betternether:old_fungiwoods, cataclysm:ignited_revenant, MONSTER, 10, 1, 1
5251, nether, betternether:old_fungiwoods, cataclysm:ignited_berserker, MONSTER, 5, 1, 1
5252, nether, betternether:old_fungiwoods, endermanoverhaul:soulsand_valley_enderman, MONSTER, 15, 1, 2
5253, nether, betternether:old_fungiwoods, endermanoverhaul:warped_forest_enderman, MONSTER, 15, 1, 2
5254, nether, betternether:old_fungiwoods, endermanoverhaul:spirit, MONSTER, 15, 1, 2
5255, nether, betternether:old_fungiwoods, quark:wraith, MONSTER, 10, 2, 3

5256, swamp, regions_unexplored:old_growth_bayou, alexsmobs:alligator_snapping_turtle, CREATURE, 15, 1, 2
5257, swamp, regions_unexplored:old_growth_bayou, alexsmobs:caiman, CREATURE, 15, 1, 2
5258, swamp, regions_unexplored:old_growth_bayou, alexsmobs:crocodile, CREATURE, 20, 1, 3
5259, swamp, regions_unexplored:old_growth_bayou, alexsmobs:crow, CREATURE, 20, 1, 1
5260, swamp, regions_unexplored:old_growth_bayou, alexsmobs:komodo_dragon, CREATURE, 10, 1, 1
5261, swamp, regions_unexplored:old_growth_bayou, alexsmobs:raccoon, CREATURE, 15, 1, 1
5262, swamp, regions_unexplored:old_growth_bayou, iceandfire:stymphalian_bird, CREATURE, 10, 2, 4
5263, swamp, regions_unexplored:old_growth_bayou, legendarycreatures:bullfrog, CREATURE, 40, 1, 3
5264, swamp, regions_unexplored:old_growth_bayou, legendarycreatures:wisp, CREATURE, 5, 1, 1
5265, swamp, regions_unexplored:old_growth_bayou, minecraft:chicken, CREATURE, 50, 2, 4
5266, swamp, regions_unexplored:old_growth_bayou, minecraft:cow, CREATURE, 50, 2, 3
5267, swamp, regions_unexplored:old_growth_bayou, minecraft:frog, CREATURE, 30, 2, 2
5268, swamp, regions_unexplored:old_growth_bayou, minecraft:pig, CREATURE, 50, 2, 4
5269, swamp, regions_unexplored:old_growth_bayou, minecraft:sheep, CREATURE, 50, 2, 3
5270, swamp, regions_unexplored:old_growth_bayou, minecraft:wolf, CREATURE, 20, 1, 2
5271, swamp, regions_unexplored:old_growth_bayou, alexsmobs:fly, AMBIENT, 15, 1, 2
5272, swamp, regions_unexplored:old_growth_bayou, alexsmobs:rain_frog, AMBIENT, 10, 2, 2
5273, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 1, 2
5274, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:bone_imp, MONSTER, 5, 2, 2
5275, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:corpse_fly, MONSTER, 10, 1, 2
5276, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
5277, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 2
5278, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:decaying_zombie, MONSTER, 10, 2, 2
5279, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 1
5280, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
5281, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
5282, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:siamese_skeletons, MONSTER, 5, 1, 2
5283, swamp, regions_unexplored:old_growth_bayou, born_in_chaos_v1:zombie_fisherman, MONSTER, 5, 1, 2
5284, swamp, regions_unexplored:old_growth_bayou, creeperoverhaul:swamp_creeper, MONSTER, 15, 2, 2
5285, swamp, regions_unexplored:old_growth_bayou, endermanoverhaul:swamp_enderman, MONSTER, 10, 2, 2
5286, swamp, regions_unexplored:old_growth_bayou, graveyard:nightmare, MONSTER, 5, 2, 2
5287, swamp, regions_unexplored:old_growth_bayou, graveyard:revenant, MONSTER, 10, 2, 2
5288, swamp, regions_unexplored:old_growth_bayou, graveyard:skeleton_creeper, MONSTER, 10, 2, 2
5289, swamp, regions_unexplored:old_growth_bayou, graveyard:wraith, MONSTER, 5, 2, 2
5290, swamp, regions_unexplored:old_growth_bayou, minecraft:creeper, MONSTER, 15, 1, 2
5291, swamp, regions_unexplored:old_growth_bayou, minecraft:enderman, MONSTER, 10, 2, 2
5292, swamp, regions_unexplored:old_growth_bayou, minecraft:skeleton, MONSTER, 15, 2, 2
5293, swamp, regions_unexplored:old_growth_bayou, minecraft:slime, MONSTER, 15, 2, 2
5294, swamp, regions_unexplored:old_growth_bayou, minecraft:spider, MONSTER, 20, 2, 2
5295, swamp, regions_unexplored:old_growth_bayou, minecraft:witch, MONSTER, 10, 2, 2
5296, swamp, regions_unexplored:old_growth_bayou, minecraft:zombie, MONSTER, 20, 2, 2
5297, swamp, regions_unexplored:old_growth_bayou, minecraft:zombie_villager, MONSTER, 10, 2, 2

5298, forest, minecraft:old_growth_birch_forest, minecraft:allay, CREATURE, 5, 1, 1
5299, forest, minecraft:old_growth_birch_forest, minecraft:bee, CREATURE, 15, 2, 4
5300, forest, minecraft:old_growth_birch_forest, minecraft:chicken, CREATURE, 25, 2, 4
5301, forest, minecraft:old_growth_birch_forest, minecraft:cow, CREATURE, 20, 2, 3
5302, forest, minecraft:old_growth_birch_forest, minecraft:donkey, CREATURE, 5, 1, 2
5303, forest, minecraft:old_growth_birch_forest, minecraft:horse, CREATURE, 5, 1, 2
5304, forest, minecraft:old_growth_birch_forest, minecraft:mooshroom, CREATURE, 2, 1, 1
5305, forest, minecraft:old_growth_birch_forest, minecraft:mule, CREATURE, 5, 1, 1
5306, forest, minecraft:old_growth_birch_forest, minecraft:pig, CREATURE, 25, 2, 4
5307, forest, minecraft:old_growth_birch_forest, minecraft:rabbit, CREATURE, 15, 2, 3
5308, forest, minecraft:old_growth_birch_forest, minecraft:sheep, CREATURE, 25, 2, 4
5309, forest, minecraft:old_growth_birch_forest, minecraft:wolf, CREATURE, 15, 2, 3
5310, forest, minecraft:old_growth_birch_forest, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
5311, forest, minecraft:old_growth_birch_forest, alexsmobs:hummingbird, CREATURE, 15, 2, 3
5312, forest, minecraft:old_growth_birch_forest, alexsmobs:raccoon, CREATURE, 10, 2, 3
5313, forest, minecraft:old_growth_birch_forest, alexsmobs:crow, CREATURE, 10, 2, 3
5314, forest, minecraft:old_growth_birch_forest, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
5315, forest, minecraft:old_growth_birch_forest, alexsmobs:bunfungus, CREATURE, 5, 1, 2
5316, forest, minecraft:old_growth_birch_forest, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5317, forest, minecraft:old_growth_birch_forest, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
5318, forest, minecraft:old_growth_birch_forest, legendarycreatures:hound, CREATURE, 15, 1, 2
5319, forest, minecraft:old_growth_birch_forest, legendarycreatures:wisp, CREATURE, 10, 2, 3
5320, forest, minecraft:old_growth_birch_forest, minecraft:creeper, MONSTER, 10, 1, 2
5321, forest, minecraft:old_growth_birch_forest, minecraft:enderman, MONSTER, 5, 1, 1
5322, forest, minecraft:old_growth_birch_forest, minecraft:pillager, MONSTER, 5, 1, 2
5323, forest, minecraft:old_growth_birch_forest, minecraft:skeleton, MONSTER, 5, 1, 2
5324, forest, minecraft:old_growth_birch_forest, minecraft:spider, MONSTER, 5, 1, 2
5325, forest, minecraft:old_growth_birch_forest, minecraft:witch, MONSTER, 3, 1, 1
5326, forest, minecraft:old_growth_birch_forest, minecraft:zombie, MONSTER, 10, 1, 2
5327, forest, minecraft:old_growth_birch_forest, minecraft:zombie_villager, MONSTER, 5, 1, 1
5328, forest, minecraft:old_growth_birch_forest, mutantmonsters:mutant_zombie, MONSTER, 2, 1, 1
5329, forest, minecraft:old_growth_birch_forest, graveyard:reaper, MONSTER, 3, 1, 1
5330, forest, minecraft:old_growth_birch_forest, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5331, forest, minecraft:old_growth_birch_forest, graveyard:skeleton_creeper, MONSTER, 3, 1, 1
5332, forest, minecraft:old_growth_birch_forest, graveyard:ghoul, MONSTER, 5, 1, 2
5333, forest, minecraft:old_growth_birch_forest, graveyard:revenant, MONSTER, 5, 1, 2
5334, forest, minecraft:old_growth_birch_forest, graveyard:wraith, MONSTER, 3, 1, 1
5335, forest, minecraft:old_growth_birch_forest, graveyard:nightmare, MONSTER, 2, 1, 1
5336, forest, minecraft:old_growth_birch_forest, iceandfire:troll, MONSTER, 2, 1, 1
5337, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:decaying_zombie, MONSTER, 5, 1, 2
5338, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:baby_skeleton, MONSTER, 3, 1, 1
5339, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
5340, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
5341, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
5342, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
5343, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
5344, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
5345, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
5346, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
5347, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
5348, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:dire_hound_leader, MONSTER, 3, 1, 1
5349, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5350, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
5351, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 5, 1, 2
5352, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:zombie_lumberjack, MONSTER, 5, 1, 2
5353, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:siamese_skeletons, MONSTER, 3, 1, 1
5354, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
5355, forest, minecraft:old_growth_birch_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 2, 1, 1
5356, forest, minecraft:old_growth_birch_forest, mowziesmobs:lantern, AMBIENT, 10, 2, 3
5357, forest, minecraft:old_growth_birch_forest, alexsmobs:fly, AMBIENT, 10, 2, 3

5358, taiga, biomesoplenty:old_growth_dead_forest, minecraft:chicken, CREATURE, 15, 2, 4
5359, taiga, biomesoplenty:old_growth_dead_forest, minecraft:cow, CREATURE, 20, 2, 3
5360, taiga, biomesoplenty:old_growth_dead_forest, minecraft:donkey, CREATURE, 5, 1, 2
5361, taiga, biomesoplenty:old_growth_dead_forest, minecraft:fox, CREATURE, 20, 3, 5
5362, taiga, biomesoplenty:old_growth_dead_forest, minecraft:frog, CREATURE, 10, 2, 3
5363, taiga, biomesoplenty:old_growth_dead_forest, minecraft:mule, CREATURE, 5, 1, 2
5364, taiga, biomesoplenty:old_growth_dead_forest, minecraft:pig, CREATURE, 15, 2, 4
5365, taiga, biomesoplenty:old_growth_dead_forest, minecraft:sheep, CREATURE, 15, 2, 4
5366, taiga, biomesoplenty:old_growth_dead_forest, minecraft:wolf, CREATURE, 20, 3, 5
5367, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:moose, CREATURE, 10, 2, 2
5368, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:raccoon, CREATURE, 5, 1, 1
5369, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
5370, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:crow, CREATURE, 10, 1, 2
5371, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5372, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:potoo, CREATURE, 25, 4, 5
5373, taiga, biomesoplenty:old_growth_dead_forest, legendarycreatures:wisp, CREATURE, 5, 1, 1
5374, taiga, biomesoplenty:old_growth_dead_forest, aquamirae:golden_moth, AMBIENT, 1, 1, 2
5375, taiga, biomesoplenty:old_growth_dead_forest, alexsmobs:fly, AMBIENT, 15, 3, 5
5376, taiga, biomesoplenty:old_growth_dead_forest, minecraft:creeper, MONSTER, 10, 1, 3
5377, taiga, biomesoplenty:old_growth_dead_forest, minecraft:enderman, MONSTER, 5, 1, 2
5378, taiga, biomesoplenty:old_growth_dead_forest, minecraft:skeleton, MONSTER, 15, 1, 3
5379, taiga, biomesoplenty:old_growth_dead_forest, minecraft:spider, MONSTER, 10, 2, 3
5380, taiga, biomesoplenty:old_growth_dead_forest, minecraft:stray, MONSTER, 15, 3, 5
5381, taiga, biomesoplenty:old_growth_dead_forest, minecraft:witch, MONSTER, 5, 1, 2
5382, taiga, biomesoplenty:old_growth_dead_forest, minecraft:zombie, MONSTER, 20, 3, 5
5383, taiga, biomesoplenty:old_growth_dead_forest, minecraft:zombie_villager, MONSTER, 10, 2, 3
5384, taiga, biomesoplenty:old_growth_dead_forest, graveyard:acolyte, MONSTER, 5, 1, 2
5385, taiga, biomesoplenty:old_growth_dead_forest, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
5386, taiga, biomesoplenty:old_growth_dead_forest, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5387, taiga, biomesoplenty:old_growth_dead_forest, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
5388, taiga, biomesoplenty:old_growth_dead_forest, graveyard:ghoul, MONSTER, 10, 2, 3
5389, taiga, biomesoplenty:old_growth_dead_forest, graveyard:revenant, MONSTER, 5, 1, 2
5390, taiga, biomesoplenty:old_growth_dead_forest, graveyard:wraith, MONSTER, 5, 1, 2
5391, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
5392, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
5393, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
5394, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
5395, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
5396, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
5397, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5398, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
5399, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
5400, taiga, biomesoplenty:old_growth_dead_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
5401, taiga, biomesoplenty:old_growth_dead_forest, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
5402, taiga, biomesoplenty:old_growth_dead_forest, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
5403, taiga, biomesoplenty:old_growth_dead_forest, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
5404, taiga, biomesoplenty:old_growth_dead_forest, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

5405, taiga, minecraft:old_growth_pine_taiga, minecraft:chicken, CREATURE, 15, 2, 4
5406, taiga, minecraft:old_growth_pine_taiga, minecraft:cow, CREATURE, 20, 2, 3
5407, taiga, minecraft:old_growth_pine_taiga, minecraft:donkey, CREATURE, 5, 1, 2
5408, taiga, minecraft:old_growth_pine_taiga, minecraft:fox, CREATURE, 20, 3, 5
5409, taiga, minecraft:old_growth_pine_taiga, minecraft:frog, CREATURE, 10, 2, 3
5410, taiga, minecraft:old_growth_pine_taiga, minecraft:mule, CREATURE, 5, 1, 2
5411, taiga, minecraft:old_growth_pine_taiga, minecraft:pig, CREATURE, 15, 2, 4
5412, taiga, minecraft:old_growth_pine_taiga, minecraft:sheep, CREATURE, 15, 2, 4
5413, taiga, minecraft:old_growth_pine_taiga, minecraft:wolf, CREATURE, 20, 3, 5
5414, taiga, minecraft:old_growth_pine_taiga, alexsmobs:moose, CREATURE, 10, 2, 2
5415, taiga, minecraft:old_growth_pine_taiga, alexsmobs:raccoon, CREATURE, 5, 1, 1
5416, taiga, minecraft:old_growth_pine_taiga, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
5417, taiga, minecraft:old_growth_pine_taiga, alexsmobs:crow, CREATURE, 10, 1, 2
5418, taiga, minecraft:old_growth_pine_taiga, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
5419, taiga, minecraft:old_growth_pine_taiga, alexsmobs:potoo, CREATURE, 25, 4, 5
5420, taiga, minecraft:old_growth_pine_taiga, legendarycreatures:wisp, CREATURE, 5, 1, 1
5421, taiga, minecraft:old_growth_pine_taiga, aquamirae:golden_moth, AMBIENT, 1, 1, 2
5422, taiga, minecraft:old_growth_pine_taiga, alexsmobs:fly, AMBIENT, 15, 3, 5
5423, taiga, minecraft:old_growth_pine_taiga, minecraft:creeper, MONSTER, 10, 1, 3
5424, taiga, minecraft:old_growth_pine_taiga, minecraft:enderman, MONSTER, 5, 1, 2
5425, taiga, minecraft:old_growth_pine_taiga, minecraft:skeleton, MONSTER, 15, 1, 3
5426, taiga, minecraft:old_growth_pine_taiga, minecraft:spider, MONSTER, 10, 2, 3
5427, taiga, minecraft:old_growth_pine_taiga, minecraft:stray, MONSTER, 15, 3, 5
5428, taiga, minecraft:old_growth_pine_taiga, minecraft:witch, MONSTER, 5, 1, 2
5429, taiga, minecraft:old_growth_pine_taiga, minecraft:zombie, MONSTER, 20, 3, 5
5430, taiga, minecraft:old_growth_pine_taiga, minecraft:zombie_villager, MONSTER, 10, 2, 3
5431, taiga, minecraft:old_growth_pine_taiga, graveyard:acolyte, MONSTER, 5, 1, 2
5432, taiga, minecraft:old_growth_pine_taiga, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
5433, taiga, minecraft:old_growth_pine_taiga, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
5434, taiga, minecraft:old_growth_pine_taiga, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
5435, taiga, minecraft:old_growth_pine_taiga, graveyard:ghoul, MONSTER, 10, 2, 3
5436, taiga, minecraft:old_growth_pine_taiga, graveyard:revenant, MONSTER, 5, 1, 2
5437, taiga, minecraft:old_growth_pine_taiga, graveyard:wraith, MONSTER, 5, 1, 2
5438, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
5439, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
5440, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
5441, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
5442, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
5443, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
5444, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
5445, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
5446, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
5447, taiga, minecraft:old_growth_pine_taiga, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
5448, taiga, minecraft:old_growth_pine_taiga, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
5449, taiga, minecraft:old_growth_pine_taiga, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
5450, taiga, minecraft:old_growth_pine_taiga, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
5451, taiga, minecraft:old_growth_pine_taiga, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

5452, taiga, minecraft:old_growth_spruce_taiga, minecraft:chicken, CREATURE, 15, 2, 4
5453, taiga, minecraft:old_growth_spruce_taiga, minecraft:cow, CREATURE, 20, 2, 3
5454, taiga, minecraft:old_growth_spruce_taiga, minecraft:donkey, CREATURE, 5, 1, 2
5455, taiga, minecraft:old_growth_spruce_taiga, minecraft:fox, CREATURE, 20, 3, 5
5456, taiga, minecraft:old_growth_spruce_taiga, minecraft:frog, CREATURE, 10, 2, 3
5457, taiga, minecraft:old_growth_spruce_taiga, minecraft:mule, CREATURE, 5, 1, 2
5458, taiga, minecraft:old_growth_spruce_taiga, minecraft:pig, CREATURE, 15, 2, 4
5459, taiga, minecraft:old_growth_spruce_taiga, minecraft:sheep, CREATURE, 15, 2, 4
5460, taiga, minecraft:old_growth_spruce_taiga, minecraft:wolf, CREATURE, 20, 3, 5
5461, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:moose, CREATURE, 10, 2, 2
5462, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:raccoon, CREATURE, 5, 1, 1
5463, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
5464, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:crow, CREATURE, 10, 1, 2
5465, taiga, minecraft:old_growth_spruce_taiga, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
